"Carimbo de data/hora";"ID da resposta";"Endereço de e-mail";"Qual é a sua idade (em anos)?";"Quantos dispositivos eletrônicos você possui (celular, notebook, tablet, smartwatch etc.)?";"Quantas horas por dia você usa a internet?";"Quantas horas por dia você passa em redes sociais?";"Quantos aplicativos de redes sociais você tem instalados no celular?";"Há quantos anos você possui um smartphone?";"Quanto você gasta, em média por mês, com assinaturas ou serviços de tecnologia, em R$?";"Com que idade você começou a usar a internet?";"Quantas horas de sono você perde, em média por semana, por causa do uso de tecnologia à noite?";"Quantas vezes você trocou sua senha de e-mail ou redes sociais no último ano?";"Qual é o seu gênero?";"Qual é a sua escolaridade?";"Você utiliza alguma ferramenta de Inteligência Artificial?";"Qual ferramenta de IA você mais utiliza?";"Com que frequência você utiliza ferramentas de IA?";"Para qual finalidade você mais utiliza IA?";"Você confia nas informações geradas por ferramentas de IA?";"Você acredita que a IA vai substituir empregos humanos no futuro?";"Você sente que depende da tecnologia ou do celular para realizar tarefas do dia a dia?";"Você já usou a tecnologia para enganar ou prejudicar alguém?";"Você já foi vítima de algum golpe ou fraude digital?";"Você utiliza autenticação de dois fatores nas suas contas online?";"Você já compartilhou informações sem verificar se eram verdadeiras?";"Qual sistema operacional de celular você utiliza?";"Você acredita que a tecnologia trouxe mais benefícios do que malefícios para a sociedade?"
"02/09/2026 15:44:00";"R0273";"respondente0273@example.invalid";"30";"1";"18,9";"8,5";"7";"1";"72,64";"22";"2,6";"0";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Não";"Sim";"Sim";"iOS";"Concordo"
"02/09/2026 15:51:00";"R0274";"respondente0274@example.invalid";"37";"6";"22,6";"10,8";"10";"6";"74,01";"32";"4,3";"3";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Sim";"Sim";"Não";"Android";"Concordo totalmente"
"02/09/2026 15:58:00";"R0275";"respondente0275@example.invalid";"44";"3";"4,8";"1";"3";"11";"75,38";"16";"6";"6";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"iOS";"Concordo"
"02/09/2026 16:05:00";"R0276";"respondente0276@example.invalid";"51";"8";"8,5";"3,3";"6";"16";"76,75";"40";"7,7";"1";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Não";"Não";"Não";"Android";"Discordo"
"02/09/2026 16:12:00";"R0277";"respondente0277@example.invalid";"58";"5";"12,2";"5,6";"9";"1";"78,12";"20";"9,4";"4";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"02/09/2026 16:19:00";"R0278";"respondente0278@example.invalid";"22";"2";"15,9";"7,9";"2";"6";"79,49";"9";"11,1";"7";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Não";"Não";"Sim";"Android";"Concordo"
"02/09/2026 16:26:00";"R0279";"respondente0279@example.invalid";"29";"7";"19,6";"10,2";"5";"4";"80,86";"15";"0,7";"2";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Não";"Sim";"Não";"iOS";"Concordo totalmente"
"02/09/2026 16:33:00";"R0280";"respondente0280@example.invalid";"36";"4";"1,8";"0,4";"8";"16";"82,23";"5";"2,4";"5";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Não";"Sim";"Não";"Android";"Neutro"
"02/09/2026 16:40:00";"R0281";"respondente0281@example.invalid";"43";"1";"5,5";"2,7";"1";"1";"83,6";"7";"4,1";"0";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Sim";"Não";"Sim";"iOS";"Concordo"
"02/09/2026 16:47:00";"R0282";"respondente0282@example.invalid";"50";"6";"9,2";"5";"4";"6";"84,97";"36";"5,8";"3";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"02/09/2026 16:54:00";"R0283";"respondente0283@example.invalid";"57";"3";"12,9";"7,3";"7";"11";"86,34";"39";"7,5";"6";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"Outro";"Concordo"
"02/09/2026 17:01:00";"R0284";"respondente0284@example.invalid";"21";"8";"16,6";"9,6";"10";"8";"87,71";"14";"9,2";"1";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Não";"Não";"Sim";"Android";"Neutro"
"02/09/2026 17:08:00";"R0285";"respondente0285@example.invalid";"28";"5";"20,3";"11,9";"3";"17";"89,08";"24";"10,9";"4";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Não";"Sim";"Sim";"iOS";"Concordo"
"02/09/2026 17:15:00";"R0286";"respondente0286@example.invalid";"35";"2";"2,5";"2,1";"6";"6";"90,45";"20";"0,5";"7";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"02/09/2026 17:22:00";"R0287";"respondente0287@example.invalid";"42";"7";"6,2";"4,4";"9";"11";"91,82";"6";"2,2";"2";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"iOS";"Concordo"
"02/09/2026 17:29:00";"R0288";"respondente0288@example.invalid";"49";"4";"9,9";"6,7";"2";"16";"93,19";"38";"3,9";"5";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Sim";"Não";"Não";"Android";"Discordo"
"02/09/2026 17:36:00";"R0289";"respondente0289@example.invalid";"56";"1";"13,6";"9";"5";"1";"94,56";"11";"5,6";"0";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"02/09/2026 17:43:00";"R0290";"respondente0290@example.invalid";"20";"6";"17,3";"11,3";"8";"6";"95,93";"19";"7,3";"3";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Não";"Não";"Sim";"Android";"Concordo"
"02/09/2026 17:50:00";"R0291";"respondente0291@example.invalid";"27";"3";"21";"1,5";"1";"6";"97,3";"5";"9";"6";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Não";"Sim";"Não";"iOS";"Concordo totalmente"
"02/09/2026 17:57:00";"R0292";"respondente0292@example.invalid";"34";"8";"3,2";"3,8";"4";"16";;"16";"10,7";"1";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Não";"Sim";"Não";"Android";"Neutro"
"02/09/2026 18:04:00";"R0293";"respondente0293@example.invalid";"41";"5";"6,9";"6,1";"7";"1";"100,04";"13";"0,3";"4";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Não";"Não";"Sim";"iOS";"Concordo"
"02/09/2026 18:11:00";"R0294";"respondente0294@example.invalid";"48";"2";"10,6";"8,4";"10";"6";"101,41";"46";"2";"7";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"02/09/2026 18:18:00";"R0295";"respondente0295@example.invalid";"55";"7";"14,3";"10,7";"3";"11";"102,78";"39";"3,7";"2";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Sim";"Sim";"Não";"Outro";"Concordo"
"02/09/2026 18:25:00";"R0296";"respondente0296@example.invalid";"19";"4";"18";"0,9";"6";"9";"104,15";"16";"5,4";"5";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Não";"Não";"Sim";"Android";"Neutro"
"02/09/2026 18:32:00";"R0297";"respondente0297@example.invalid";"26";"1";"21,7";"3,2";"9";"9";"105,52";"6";"7,1";"0";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Não";"Sim";"Sim";"iOS";"Concordo"
"02/09/2026 18:39:00";"R0298";"respondente0298@example.invalid";"33";"6";"3,9";"5,5";"2";"6";"106,89";"24";"8,8";"3";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"02/09/2026 18:46:00";"R0299";"respondente0299@example.invalid";"40";"3";"7,6";"7,8";"5";"11";"108,26";"28";"10,5";"6";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"iOS";"Concordo"
"02/09/2026 18:53:00";"R0300";"respondente0300@example.invalid";"47";"8";"11,3";"10,1";"8";"16";"109,63";"18";"0,1";"1";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Não";"Não";"Não";"Android";"Discordo"
"02/09/2026 19:00:00";"R0301";"respondente0301@example.invalid";"54";"5";"15";"0,3";"1";"1";"111";"22";"1,8";"4";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"02/09/2026 19:07:00";"R0302";"respondente0302@example.invalid";"18";"2";"18,7";"2,6";"4";"2";"112,37";"14";"3,5";"7";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Sim";"Não";"Sim";"Android";"Concordo"
"02/09/2026 19:14:00";"R0303";"respondente0303@example.invalid";"25";"7";"22,4";"4,9";"7";"11";"113,74";"7";"5,2";"2";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Não";"Sim";"Não";"iOS";"Concordo totalmente"
"02/09/2026 19:21:00";"R0304";"respondente0304@example.invalid";"32";"4";"4,6";"7,2";"10";"16";"115,11";"17";"6,9";"5";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Não";"Sim";"Não";"Android";"Neutro"
"02/09/2026 19:28:00";"R0305";"respondente0305@example.invalid";"39";"1";"8,3";"9,5";"3";"1";"116,48";"17";"8,6";"0";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Não";"Não";"Sim";"iOS";"Concordo"
"02/09/2026 19:35:00";"R0306";"respondente0306@example.invalid";"46";"6";"12";"11,8";"6";"6";"117,85";"39";"10,3";"3";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"02/09/2026 19:42:00";"R0307";"respondente0307@example.invalid";"53";"3";"15,7";"2";"9";"11";"119,22";"11";"12";"6";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"Outro";"Concordo"
"02/09/2026 19:49:00";"R0308";"respondente0308@example.invalid";"60";"8";"19,4";"4,3";"2";"16";"120,59";"27";"1,6";"1";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Não";"Não";"Sim";"Android";"Neutro"
"02/09/2026 19:56:00";"R0309";"respondente0309@example.invalid";"24";"5";"1,6";"6,6";"5";"1";"121,96";"11";"3,3";"4";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Sim";"Sim";"Sim";"iOS";"Concordo"
"02/09/2026 20:03:00";"R0310";"respondente0310@example.invalid";"31";"2";"5,3";"8,9";"8";"6";"123,33";"24";"5";"7";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"02/09/2026 20:10:00";"R0311";"respondente0311@example.invalid";"38";"7";"9";"11,2";"1";"11";"124,7";"16";"6,7";"2";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"iOS";"Concordo"
"02/09/2026 20:17:00";"R0312";"respondente0312@example.invalid";"45";"4";"12,7";"1,4";"4";"16";"126,07";"26";"8,4";"5";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Não";"Não";"Não";"Android";"Discordo"
"02/09/2026 20:24:00";"R0313";"respondente0313@example.invalid";"52";"1";"16,4";"3,7";"7";"1";"127,44";"6";"10,1";"0";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"02/09/2026 20:31:00";"R0314";"respondente0314@example.invalid";"59";"6";"20,1";"6";"10";"6";"128,81";"46";"11,8";"3";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Não";"Não";"Sim";"Android";"Concordo"
"02/09/2026 20:38:00";"R0315";"respondente0315@example.invalid";"23";"3";"2,3";"8,3";"3";"11";"130,18";"21";"1,4";"6";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Não";"Sim";"Não";"iOS";"Concordo totalmente"
"02/09/2026 20:45:00";"R0316";"respondente0316@example.invalid";"30";"8";"6";"10,6";"6";"16";"131,55";"20";"3,1";"1";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Sim";"Sim";"Não";"Android";"Neutro"
"02/09/2026 20:52:00";"R0317";"respondente0317@example.invalid";"37";"5";"9,7";"0,8";"9";"1";"132,92";"25";"4,8";"4";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Não";"Não";"Sim";"iOS";"Concordo"
"02/09/2026 20:59:00";"R0318";"respondente0318@example.invalid";"44";"2";"13,4";"3,1";"2";"6";"134,29";"21";"6,5";"7";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"02/09/2026 21:06:00";"R0319";"respondente0319@example.invalid";"51";"7";"17,1";"5,4";"5";"11";"135,66";"7";"8,2";"2";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"Outro";"Concordo"
"02/09/2026 21:13:00";"R0320";"respondente0320@example.invalid";"58";"4";"20,8";"7,7";"8";"16";"137,03";"16";"9,9";"5";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Não";"Não";"Sim";"Android";"Neutro"
"02/09/2026 21:20:00";"R0321";"respondente0321@example.invalid";"22";"1";"3";"10";"1";"5";"138,4";"6";"11,6";"0";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Não";"Sim";"Sim";"iOS";"Concordo"
"02/09/2026 21:27:00";"R0322";"respondente0322@example.invalid";"29";"6";"6,7";"0,2";"4";"10";"139,77";"8";"1,2";"3";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"02/09/2026 21:34:00";"R0323";"respondente0323@example.invalid";"36";"3";"10,4";"2,5";"7";"11";"141,14";"13";"2,9";"6";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Sim";"Sim";"Não";"iOS";"Concordo"
"02/09/2026 21:41:00";"R0324";"respondente0324@example.invalid";"43";"8";"14,1";"4,8";"10";"16";"142,51";"24";"4,6";"1";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Não";"Não";"Não";"Android";"Discordo"
"02/09/2026 21:48:00";"R0325";"respondente0325@example.invalid";"50";"5";"17,8";"7,1";"3";"1";"143,88";"14";"6,3";"4";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"02/09/2026 21:55:00";"R0326";"respondente0326@example.invalid";"57";"2";"21,5";"9,4";"6";"6";"145,25";"44";"8";"7";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Não";"Não";"Sim";"Android";"Concordo"
"02/09/2026 22:02:00";"R0327";"respondente0327@example.invalid";"21";"7";"3,7";"11,7";"9";"3";"146,62";"7";"9,7";"2";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Não";"Sim";"Não";"iOS";"Concordo totalmente"
"02/09/2026 22:09:00";"R0328";"respondente0328@example.invalid";"28";"4";"7,4";"1,9";"2";"16";"147,99";"14";"11,4";"5";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Não";"Sim";"Não";"Android";"Neutro"
"02/09/2026 22:16:00";"R0329";"respondente0329@example.invalid";"35";"1";"11,1";"4,2";"5";"1";"149,36";"13";"1";"0";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Não";"Não";"Sim";"iOS";"Concordo"
"02/09/2026 22:23:00";"R0330";"respondente0330@example.invalid";"42";"6";"14,8";"6,5";"8";"6";"150,73";"35";"2,7";"3";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Sim";"Sim";"Não";"Android";"Concordo totalmente"
"02/09/2026 22:30:00";"R0331";"respondente0331@example.invalid";"49";"3";"18,5";"8,8";"1";"11";"152,1";"27";"4,4";"6";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"Outro";"Concordo"
"02/09/2026 22:37:00";"R0332";"respondente0332@example.invalid";"56";"8";"22,2";"11,1";"4";"16";"153,47";"25";"6,1";"1";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Não";"Não";"Sim";"Android";"Neutro"
"02/09/2026 22:44:00";"R0333";"respondente0333@example.invalid";"20";"5";"4,4";"1,3";"7";"1";"154,84";"12";"7,8";"4";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Não";"Sim";"Sim";"iOS";"Concordo"
"02/09/2026 22:51:00";"R0334";"respondente0334@example.invalid";"27";"2";"8,1";"3,6";"10";"17";"156,21";"16";"9,5";"7";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"02/09/2026 22:58:00";"R0335";"respondente0335@example.invalid";"34";"7";"11,8";"5,9";"3";"11";"157,58";"25";"11,2";"2";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"iOS";"Concordo"
"02/09/2026 23:05:00";"R0336";"respondente0336@example.invalid";"41";"4";"15,5";"8,2";"6";"16";"158,95";"18";"0,8";"5";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Não";"Não";"Não";"Android";"Discordo"
"02/09/2026 23:12:00";"R0337";"respondente0337@example.invalid";"48";"1";"19,2";"10,5";"9";"1";"160,32";"46";"2,5";"0";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Sim";"Sim";"Não";"Android";"Concordo totalmente"
"02/09/2026 23:19:00";"R0338";"respondente0338@example.invalid";"55";"6";"22,9";"0,7";"2";"6";"161,69";"12";"4,2";"3";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Não";"Não";"Sim";"Android";"Concordo"
"02/09/2026 23:26:00";"R0339";"respondente0339@example.invalid";"19";"3";"5,1";"3";"5";"8";"163,06";"13";"5,9";"6";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Não";"Sim";"Não";"iOS";"Concordo totalmente"
"02/09/2026 23:33:00";"R0340";"respondente0340@example.invalid";"26";"8";"8,8";"5,3";"8";"16";"164,43";"17";"7,6";"1";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";;"Sim";"Não";"Android";"Neutro"
"02/09/2026 23:40:00";"R0341";"respondente0341@example.invalid";"33";"5";"12,5";"7,6";"1";"1";"165,8";"21";"9,3";"4";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Não";"Não";"Sim";"iOS";"Concordo"
"02/09/2026 23:47:00";"R0342";"respondente0342@example.invalid";"40";"2";"16,2";"9,9";"4";"6";"167,17";"11";"11";"7";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"02/09/2026 23:54:00";"R0343";"respondente0343@example.invalid";"47";"7";"19,9";"0,1";"7";"11";"168,54";"29";"0,6";"2";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"Outro";"Concordo"
"03/09/2026 00:01:00";"R0344";"respondente0344@example.invalid";"54";"4";"2,1";"2,4";"10";"16";"169,91";"5";"2,3";"5";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Sim";"Não";"Sim";"Android";"Neutro"
"03/09/2026 00:08:00";"R0345";"respondente0345@example.invalid";"18";"1";"5,8";"4,7";"3";"1";"171,28";"6";"4";"0";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Não";"Sim";"Sim";"iOS";"Concordo"
"03/09/2026 00:15:00";"R0346";"respondente0346@example.invalid";"25";"6";"9,5";"7";"6";"1";"172,65";"20";"5,7";"3";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"03/09/2026 00:22:00";"R0347";"respondente0347@example.invalid";"32";"3";"13,2";"9,3";"9";"11";"174,02";"31";"7,4";"6";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"iOS";"Concordo"
"03/09/2026 00:29:00";"R0348";"respondente0348@example.invalid";"39";"8";"16,9";"11,6";"2";"16";"175,39";"14";"9,1";"1";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Não";"Não";"Não";"Android";"Discordo"
"03/09/2026 00:36:00";"R0349";"respondente0349@example.invalid";"46";"5";"20,6";"1,8";"5";"1";"176,76";"20";"10,8";"4";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"03/09/2026 00:43:00";"R0350";"respondente0350@example.invalid";"53";"2";"2,8";"4,1";"8";"6";"178,13";"52";"0,4";"7";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Não";"Não";"Sim";"Android";"Concordo"
"03/09/2026 00:50:00";"R0351";"respondente0351@example.invalid";"60";"7";"6,5";"6,4";"1";"11";"179,5";"5";"2,1";"2";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Sim";"Sim";"Não";"iOS";"Concordo totalmente"
"03/09/2026 00:57:00";"R0352";"respondente0352@example.invalid";"24";"4";"10,2";"8,7";"4";"6";"180,87";"9";"3,8";"5";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Não";"Sim";"Não";"Android";"Neutro"
